Month,Number_of_cases
Jul_12,289603
Jul_11,288953
Jul_10,288133
Jul_9,287621
Jul_8,286979
Jul_7,286349
Jul_6,285768
Jul_5,285416
Jul_4,284900
Jul_3,284276
Jul_2,283757
Jul_1,313483
Jun_30,312654
Jun_29,311965
Jun_28,311151
Jun_27,310250
Jun_26,309360
Jun_25,307980
Jun_24,306862
Jun_23,306210
Jun_22,305289
Jun_21,304331
Jun_20,303110
Jun_19,301815
Jun_18,300469
Jun_17,299251
Jun_16,298136
Jun_15,296857
Jun_14,295889
Jun_13,294375
Jun_12,292950
Jun_11,291409
Jun_10,290143
Jun_9,289140
Jun_8,287399
Jun_7,286194
Jun_6,284868
Jun_5,283311
Jun_4,281661
Jun_3,279856
Jun_2,277985
Jun_1,276332
May_31,274762
May_30,272826
May_29,271222
May_28,269127
May_27,267240
May_26,265227
May_25,261184
May_24,259559
May_23,257154
May_22,254195
May_21,250908
May_19,248818
May_18,246406
May_17,243695
May_16,240161
May_15,236711
May_14,233151
May_13,229705
May_12,226463
May_11,223060
May_10,219183
May_9,215260
May_8,211364
May_7,206715
May_6,201101
May_5,194990
May_4,190584
May_3,186599
May_2,182260
May_1,177454
Apr_30,171253
Apr_29,165221
Apr_28,161145
Apr_27,157149
Apr_26,152840
Apr_25,148377
Apr_24,143464
Apr_23,138078
Apr_22,133495
Apr_21,129044
Apr_20,124743
Apr_19,120067
Apr_18,114217
Apr_17,108692
Apr_16,103093
Apr_15,98476
Apr_14,93873
Apr_13,88621
Apr_12,84279
Apr_11,78991
Apr_10,70272
Apr_9,65077
Apr_8,60733
Apr_7,55242
Apr_6,51608
Apr_5,47806
Apr_4,41903
Apr_3,38168
Apr_2,33718
Apr_1,29474
Mar_31,25150
Mar_30,22141
Mar_29,19522
Mar_28,17089
Mar_27,14543
Mar_26,11658
Mar_25,9529
Mar_24,8077
Mar_23,6650
Mar_22,5683
Mar_21,5018
Mar_20,3983
Mar_19,3269
Mar_18,2626
Mar_17,1950
Mar_16,1543
Mar_15,1391
Mar_14,1061
Mar_13,797
Mar_12,590
Mar_11,456
Mar_10,373
Mar_9,321
Mar_8,271
Mar_7,206
Mar_6,160
Mar_5,114
Mar_4,85
Mar_3,51
Mar_2,40
Mar_1,35
Feb_29,23
Feb_28,19
Feb_27,13
Feb_26,13
Feb_25,13
Feb_24,13
Feb_23,9
Feb_22,9
Feb_21,9
Feb_20,9
Feb_19,9
Feb_18,9
Feb_17,9
Feb_16,9
Feb_15,9
Feb_14,9
Feb_13,9
Feb_12,8
Feb_11,8
Feb_10,8
Feb_9,4
Feb_8,3
Feb_7,3
Feb_6,3
Feb_5,2
Feb_4,2
Feb_3,2
Feb_2,2
Feb_1,2
Jan_31,2
