Month,Number_of_cases
Jun_14_2020,51798
Jun_13_2020,51380
Jun_12_2020,50348
Jun_11_2020,49019
Jun_10_2020,47726
Jun_09_2020,46289
Jun_08_2020,45353
Jun_07_2020,44676
Jun_06_2020,44214
Jun_05_2020,43434
Jun_04_2020,42288
Jun_03_2020,41249
Jun_02_2020,40203
Jun_01_2020,39303
May_31_2020,38655
May_30_2020,38390
May_29_2020,37958
May_28_2020,37185
May_27_2020,36411
May_26_2020,35611
May_25_2020,34865
May_24_2020,34374
May_23_2020,34164
May_22_2020,33761
May_21_2020,33229
May_20_2020,32619
May_19_2020,31811
May_18_2020,31145
May_17_2020,30715
May_16_2020,30456
May_15_2020,30098
May_14_2020,29410
May_13_2020,28753
May_12_2020,28055
May_11_2020,27301
May_10_2020,26846
May_09_2020,26567
May_08_2020,26058
May_07_2020,25358
May_06_2020,24574
May_05_2020,23829
May_04_2020,23172
May_03_2020,22695
May_02_2020,22434
May_01_2020,22135
Apr_30_2020,21603
Apr_29_2020,20968
Apr_28_2020,20169
Apr_27_2020,19427
Apr_26_2020,18864
Apr_25_2020,18564
Apr_24_2020,18091
Apr_23_2020,17311
Apr_22_2020,16553
Apr_21_2020,15831
Apr_20_2020,15124
Apr_19_2020,14663
Apr_18_2020,14275
Apr_17_2020,13743
Apr_16_2020,13055
Apr_15_2020,12432
Apr_14_2020,11828
Apr_13_2020,11349
Apr_12_2020,10912
Apr_11_2020,10448
Apr_10_2020,10053
Apr_09_2020,9599
Apr_08_2020,8954
Apr_07_2020,8300
Apr_06_2020,7562
Apr_05_2020,7173
Apr_04_2020,6833
Apr_03_2020,6476
Apr_02_2020,5875
Apr_01_2020,5321
Mar_31_2020,4835
Mar_30_2020,4360
Mar_29_2020,3944
Mar_28_2020,3664
Mar_27_2020,3364
Mar_26_2020,2999
Mar_25_2020,2713
Mar_24_2020,2399
Mar_23_2020,2169
Mar_22_2020,1987
Mar_21_2020,1869
Mar_20_2020,1733
Mar_19_2020,1553
Mar_18_2020,1410
Mar_17_2020,1265
Mar_16_2020,1146
Mar_15_2020,1063
Mar_14_2020,994
Mar_13_2020,923
Mar_12_2020,771
Mar_11_2020,620
Mar_10_2020,424
Mar_09_2020,326
Mar_08_2020,225
Mar_07_2020,179
Mar_06_2020,146
Mar_05_2020,87
Mar_04_2020,62
Mar_03_2020,32
Mar_02_2020,19
Mar_01_2020,14
Feb_29_2020,14
Feb_28_2020,11
Feb_27_2020,3
Feb_26_2020,2
Feb_25_2020,1
Feb_24_2020,1
Feb_23_2020,1
Feb_22_2020,1
Feb_21_2020,1
Feb_20_2020,1
Feb_19_2020,1
Feb_18_2020,1
Feb_17_2020,1
Feb_16_2020,1
Feb_15_2020,1
Feb_14_2020,1
Feb_13_2020,1
Feb_12_2020,1
Feb_11_2020,1
Feb_10_2020,1
Feb_09_2020,1
Feb_08_2020,1
Feb_07_2020,1
Feb_06_2020,1
Feb_05_2020,1
Feb_04_2020,1
