id,title,subtitle,credits,dataPath,imgPath,chartType,url,proximity,caption,is_relevant
2,About equal numbers of Black and White children are living in poverty,"Number of children living in poverty, by race and ethnicity (in millions)","Note: Children include those who are younger than 18. White children include only those who report being one race and are not Hispanic. In 2001 and earlier, Asian children included Pacific Islanders. Data on Asian Americans not available prior to 1987. From 2002-2019, respondents could choose more than one race; White, Black and Asian children include only the single-race components of their populations in these years. Hispanics are of any race.
Source: U.S. Census Bureau historical poverty data, 1976-2019.",out/multi_col/data/2.csv,out/multi_col/imgs/2.png,line,https://www.pewresearch.org/fact-tank/2020/11/30/prior-to-covid-19-child-poverty-rates-had-reached-record-lows-in-u-s/,1,"The greatest decline was in the number of Hispanic children living in poverty. In 2019, 3.9 million Hispanic children were living in poverty, down from 6.1 million impoverished Hispanic children nearly a decade earlier. But there are still more Hispanic children in poverty than any other racial or ethnic group, which has been the case since at least 2007. This is probably because Hispanics are the largest and the youngest racial or ethnic minority population in the U.S. and because the Hispanic child poverty rate is relatively high (21%).",TRUE
2,About equal numbers of Black and White children are living in poverty,"Number of children living in poverty, by race and ethnicity (in millions)","Note: Children include those who are younger than 18. White children include only those who report being one race and are not Hispanic. In 2001 and earlier, Asian children included Pacific Islanders. Data on Asian Americans not available prior to 1987. From 2002-2019, respondents could choose more than one race; White, Black and Asian children include only the single-race components of their populations in these years. Hispanics are of any race.
Source: U.S. Census Bureau historical poverty data, 1976-2019.",out/multi_col/data/2.csv,out/multi_col/imgs/2.png,line,https://www.pewresearch.org/fact-tank/2020/11/30/prior-to-covid-19-child-poverty-rates-had-reached-record-lows-in-u-s/,2,"Overall, children are overrepresented among America’s impoverished population. Some 22% of the U.S. population are children, but those younger than 18 represent 31% of all Americans living in poverty.",FALSE
2,About equal numbers of Black and White children are living in poverty,"Number of children living in poverty, by race and ethnicity (in millions)","Note: Children include those who are younger than 18. White children include only those who report being one race and are not Hispanic. In 2001 and earlier, Asian children included Pacific Islanders. Data on Asian Americans not available prior to 1987. From 2002-2019, respondents could choose more than one race; White, Black and Asian children include only the single-race components of their populations in these years. Hispanics are of any race.
Source: U.S. Census Bureau historical poverty data, 1976-2019.",out/multi_col/data/2.csv,out/multi_col/imgs/2.png,line,https://www.pewresearch.org/fact-tank/2020/11/30/prior-to-covid-19-child-poverty-rates-had-reached-record-lows-in-u-s/,3,"Black and Hispanic children are particularly overrepresented. Black children represent a quarter of the Black population but 35% of all Black people living in poverty. And Hispanic children are 31% of the total Hispanic population but represent 41% of all impoverished Hispanics. In comparison, children represent about equal shares of total Asian and White populations and of impoverished Asians and Whites.",FALSE
2,About equal numbers of Black and White children are living in poverty,"Number of children living in poverty, by race and ethnicity (in millions)","Note: Children include those who are younger than 18. White children include only those who report being one race and are not Hispanic. In 2001 and earlier, Asian children included Pacific Islanders. Data on Asian Americans not available prior to 1987. From 2002-2019, respondents could choose more than one race; White, Black and Asian children include only the single-race components of their populations in these years. Hispanics are of any race.
Source: U.S. Census Bureau historical poverty data, 1976-2019.",out/multi_col/data/2.csv,out/multi_col/imgs/2.png,line,https://www.pewresearch.org/fact-tank/2020/11/30/prior-to-covid-19-child-poverty-rates-had-reached-record-lows-in-u-s/,4,"Note: This is an update of a post originally published on July 14, 2015.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-6,"If early voting trends are any indication, a record number of Americans could vote in the 2020 presidential election. As of this writing, more than 100 million early votes have been cast by mail or in person – more than two-thirds of the total number of votes cast in 2016.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-5,"We won’t have anything like a definitive assessment of 2020 turnout rates for some time after Nov. 3. But in the 2016 presidential election, nearly 56% of the U.S. voting-age population cast a ballot. That represented a slight uptick from 2012 but was lower than in the record year of 2008, when turnout topped 58% of the voting-age population.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-4,So how does voter turnout in the United States compare with turnout in other countries? That depends very much on which country you’re looking at and which measuring stick you use.,FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-3,"Political scientists often define turnout as votes cast divided by the number of eligible voters. But because eligible-voter estimates are not readily available for many countries, we’re basing our cross-national turnout comparisons on estimates of voting-age population (or VAP), which are more readily available, as well as on registered voters. (Read “How we did this” for details.)",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-2,"Overall, 245.5 million Americans were ages 18 and older in November 2016, about 157.6 million of whom reported being registered to vote, according to Census Bureau estimates. Just over 137.5 million people told the census they voted that year, somewhat higher than the actual number of votes tallied – nearly 136.8 million, according to figures compiled by the Office of the Clerk of the U.S. House of Representatives (which include more than 170,000 blank, spoiled or otherwise null ballots). That sort of overstatement has long been noted by researchers; the comparisons and charts in this analysis use the House Clerk’s figure, along with data from the International Institute for Democracy and Electoral Assistance and individual nations’ statistical and elections authorities.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,-1,"The 55.7% VAP turnout in 2016 puts the U.S. behind most of its peers in the Organization for Economic Cooperation and Development, most of whose members are highly developed democratic states. Looking at the most recent nationwide election in each OECD nation, the U.S. places 30th out of 35 nations for which data is available.",TRUE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,1,"The highest turnout rates among OECD nations were in Turkey (89% of voting-age population), Sweden (82.1%), Australia (80.8%), Belgium (77.9%) and South Korea (77.9%). Switzerland consistently has the lowest turnout in the OECD: In 2019 federal elections, barely 36% of the Swiss voting-age population voted.",TRUE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,2,"One factor behind the consistently high turnout rates in Australia and Belgium may be that they are among the 21 nations around the world, including six in the OECD, with some form of compulsory voting. One canton in Switzerland has compulsory voting as well.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,3,"While compulsory-voting laws aren’t always strictly enforced, their presence or absence can have dramatic effects on turnout. In Chile, for example, turnout plunged after the country moved from compulsory to voluntary voting in 2012 and began automatically putting all eligible citizens on the voter rolls. Even though essentially all voting-age citizens were registered to vote in Chile’s 2013 elections, turnout in the presidential race plunged to 42%, versus 87% in 2010 when the compulsory-voting law was still in place. (Turnout rebounded slightly in the 2017 presidential election, to 49% of registered voters.)",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,4,"Chile’s situation points to yet another complicating factor when comparing turnout rates across countries: the distinction between who’s eligible to vote and who’s actually registered to do so. In many countries, the national government takes the lead in getting people’s names on the rolls – whether by registering them automatically once they become eligible (as in, for example, Sweden or Germany) or by aggressively seeking out and registering eligible voters (as in the UK and Australia). As a result, turnout looks pretty similar regardless of whether you’re looking at voting-age population or registered voters.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,5,"In the U.S., by contrast, registration is decentralized and mainly an individual responsibility. And registered voters represent a much smaller share of potential voters in the U.S. than in many other countries. Only about 64% of the U.S. voting-age population (and 70% of voting-age citizens) was registered in 2016, according to the Census Bureau. The U.S. rate is much lower than many other OECD countries: For example, the share of the voting-age population that is registered to vote is 92% in the UK (2019), 93% in Canada (2019), 94% in Sweden (2018) and 99% in Slovakia (2020). Luxembourg also has a low rate (54%), although it represents something of a special case because nearly half of the tiny country’s population is foreign born.",FALSE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,6,"As a consequence, turnout comparisons based only on registered voters may not be very meaningful. For instance, U.S. turnout in 2016 was 86.8% of registered voters, fifth-highest among OECD countries and second-highest among those without compulsory voting. But registered voters in the U.S. are much more of a self-selected group, already more likely to vote because they took the trouble to register themselves.",TRUE
3,"By international standards, 2016 U.S. voter turnout was low",Votes cast in most recent national election as a ...,"Note: Voting-age population (VAP) turnout is derived from estimates of each country's VAP by the International Institute for Democracy and Electoral Assistance. Registered-voter (RV) turnout is derived from each country's reported registration data. Because of methodological differences, in some countries estimated VAP is lower than reported RV. Turnout rates are listed for the most recent national election in each country, except in cases where that election was for a largely ceremonial position or for European Parliament members (turnout is often substantially lower in such elections). Current voting-age population estimates for Iceland and Japan are unavailable.
* National law makes voting compulsory. In addition, one Swiss canton has compulsory voting.
Source: Pew Research Center calculations based on data from International Institute for Democracy and Electoral Assistance, European Election Database, United States Election Project, Office of the Clerk of the U.S. House of Representatives and various national election authorities.",out/multi_col/data/3.csv,out/multi_col/imgs/3.png,scatter,https://www.pewresearch.org/fact-tank/2020/11/03/in-past-elections-u-s-trailed-most-developed-countries-in-voter-turnout/,7,"There are even more ways to calculate turnout. Michael McDonald, a political scientist at the University of Florida who runs the United States Election Project, estimates turnout as a share of the “voting-eligible population” by subtracting noncitizens and ineligible felons from the voting-age population and adding eligible overseas voters. Using those calculations, U.S. turnout improves somewhat, to 60.1% of the 2016 voting-eligible population. However, McDonald doesn’t calculate comparable estimates for other countries.",FALSE
