,File_No
272,no_data/multi_col-1080.txt
273,no_data/multi_col-10803.txt
274,no_data/multi_col-10804.txt
275,no_data/multi_col-10808.txt
276,no_data/multi_col-10815.txt
277,no_data/multi_col-10824.txt
278,no_data/multi_col-10825.txt
279,no_data/multi_col-10827.txt
280,no_data/multi_col-10828.txt
281,no_data/multi_col-1083.txt
282,no_data/multi_col-10830.txt
283,no_data/multi_col-10832.txt
284,no_data/multi_col-10834.txt
285,no_data/multi_col-10835.txt
286,no_data/multi_col-10845.txt
287,no_data/multi_col-10847.txt
288,no_data/multi_col-1085.txt
289,no_data/multi_col-10853.txt
290,no_data/multi_col-10857.txt
291,no_data/multi_col-10860.txt
292,no_data/multi_col-1087.txt
293,no_data/multi_col-10875.txt
294,no_data/multi_col-10877.txt
295,no_data/multi_col-10881.txt
296,no_data/multi_col-10893.txt
297,no_data/multi_col-10894.txt
298,no_data/multi_col-10895.txt
299,no_data/multi_col-10896.txt
300,no_data/multi_col-1090.txt
301,no_data/multi_col-10900.txt
302,no_data/multi_col-10903.txt
303,no_data/multi_col-1091.txt
304,no_data/multi_col-10915.txt
305,no_data/multi_col-10917.txt
306,no_data/multi_col-1092.txt
307,no_data/multi_col-10920.txt
308,no_data/multi_col-10936.txt
309,no_data/multi_col-1094.txt
310,no_data/multi_col-1095.txt
311,no_data/multi_col-10959.txt
312,no_data/multi_col-1096.txt
313,no_data/multi_col-10961.txt
314,no_data/multi_col-10963.txt
315,no_data/multi_col-10966.txt
316,no_data/multi_col-10968.txt
317,no_data/multi_col-1097.txt
318,no_data/multi_col-10974.txt
319,no_data/multi_col-10976.txt
320,no_data/multi_col-10978.txt
321,no_data/multi_col-10980.txt
322,no_data/multi_col-10984.txt
323,no_data/multi_col-10985.txt
324,no_data/multi_col-10987.txt
325,no_data/multi_col-10988.txt
326,no_data/multi_col-110.txt
327,no_data/multi_col-1100.txt
328,no_data/multi_col-11002.txt
329,no_data/multi_col-11005.txt
330,no_data/multi_col-11008.txt
331,no_data/multi_col-11009.txt
332,no_data/multi_col-1101.txt
333,no_data/multi_col-11023.txt
334,no_data/multi_col-11024.txt
335,no_data/multi_col-11033.txt
336,no_data/multi_col-11042.txt
337,no_data/multi_col-11052.txt
338,no_data/multi_col-11060.txt
339,no_data/multi_col-11061.txt
340,no_data/multi_col-11064.txt
341,no_data/multi_col-11066.txt
342,no_data/multi_col-11071.txt
343,no_data/multi_col-11075.txt
344,no_data/multi_col-11080.txt
345,no_data/multi_col-11082.txt
346,no_data/multi_col-11087.txt
347,no_data/multi_col-11089.txt
348,no_data/multi_col-1109.txt
349,no_data/multi_col-111.txt
350,no_data/multi_col-1110.txt
351,no_data/multi_col-11112.txt
352,no_data/multi_col-11113.txt
353,no_data/multi_col-11114.txt
354,no_data/multi_col-11115.txt
355,no_data/multi_col-11116.txt
356,no_data/multi_col-11128.txt
357,no_data/multi_col-11129.txt
358,no_data/multi_col-1113.txt
359,no_data/multi_col-11133.txt
360,no_data/multi_col-1114.txt
361,no_data/multi_col-11148.txt
362,no_data/multi_col-11156.txt
363,no_data/multi_col-11159.txt
364,no_data/multi_col-1116.txt
365,no_data/multi_col-11160.txt
366,no_data/multi_col-11163.txt
367,no_data/multi_col-11165.txt
368,no_data/multi_col-11166.txt
369,no_data/multi_col-11167.txt
370,no_data/multi_col-11168.txt
371,no_data/multi_col-11170.txt
372,no_data/multi_col-11174.txt
373,no_data/multi_col-11175.txt
374,no_data/multi_col-11177.txt
375,no_data/multi_col-11179.txt
376,no_data/multi_col-1118.txt
377,no_data/multi_col-11180.txt
378,no_data/multi_col-11181.txt
379,no_data/multi_col-1119.txt
380,no_data/multi_col-11208.txt
381,no_data/multi_col-11216.txt
382,no_data/multi_col-11217.txt
383,no_data/multi_col-11221.txt
384,no_data/multi_col-11223.txt
385,no_data/multi_col-11229.txt
386,no_data/multi_col-11234.txt
387,no_data/multi_col-11236.txt
388,no_data/multi_col-11237.txt
389,no_data/multi_col-11243.txt
390,no_data/multi_col-11246.txt
391,no_data/multi_col-11248.txt
392,no_data/multi_col-1125.txt
393,no_data/multi_col-11255.txt
394,no_data/multi_col-1127.txt
395,no_data/multi_col-11271.txt
396,no_data/multi_col-11273.txt
397,no_data/multi_col-11278.txt
398,no_data/multi_col-11282.txt
399,no_data/multi_col-11284.txt
400,no_data/multi_col-11287.txt
401,no_data/multi_col-11288.txt
402,no_data/multi_col-1129.txt
403,no_data/multi_col-11291.txt
404,no_data/multi_col-11293.txt
405,no_data/multi_col-11298.txt
406,no_data/multi_col-1130.txt
407,no_data/multi_col-11305.txt
408,no_data/multi_col-11306.txt
409,no_data/multi_col-11308.txt
410,no_data/multi_col-11309.txt
411,no_data/multi_col-11310.txt
412,no_data/multi_col-11311.txt
413,no_data/multi_col-11312.txt
414,no_data/multi_col-1132.txt
415,no_data/multi_col-11328.txt
416,no_data/multi_col-11334.txt
417,no_data/multi_col-1134.txt
418,no_data/multi_col-11343.txt
419,no_data/multi_col-11363.txt
420,no_data/multi_col-11369.txt
421,no_data/multi_col-1137.txt
422,no_data/multi_col-11389.txt
423,no_data/multi_col-11397.txt
424,no_data/multi_col-11401.txt
425,no_data/multi_col-11402.txt
426,no_data/multi_col-11404.txt
427,no_data/multi_col-11406.txt
428,no_data/multi_col-11432.txt
429,no_data/multi_col-11435.txt
430,no_data/multi_col-1144.txt
431,no_data/multi_col-11442.txt
432,no_data/multi_col-11445.txt
433,no_data/multi_col-11447.txt
434,no_data/multi_col-11448.txt
435,no_data/multi_col-11456.txt
436,no_data/multi_col-11457.txt
437,no_data/multi_col-11459.txt
438,no_data/multi_col-1146.txt
439,no_data/multi_col-11461.txt
440,no_data/multi_col-11469.txt
441,no_data/multi_col-11473.txt
442,no_data/multi_col-11474.txt
443,no_data/multi_col-11475.txt
444,no_data/multi_col-11484.txt
445,no_data/multi_col-11488.txt
446,no_data/multi_col-11491.txt
447,no_data/multi_col-11494.txt
448,no_data/multi_col-115.txt
449,no_data/multi_col-11509.txt
450,no_data/multi_col-11510.txt
451,no_data/multi_col-11522.txt
452,no_data/multi_col-11525.txt
453,no_data/multi_col-11528.txt
454,no_data/multi_col-11529.txt
455,no_data/multi_col-11531.txt
456,no_data/multi_col-11535.txt
457,no_data/multi_col-11536.txt
458,no_data/multi_col-11553.txt
459,no_data/multi_col-11560.txt
460,no_data/multi_col-11562.txt
461,no_data/multi_col-11567.txt
462,no_data/multi_col-11568.txt
463,no_data/multi_col-11569.txt
464,no_data/multi_col-11572.txt
465,no_data/multi_col-1158.txt
466,no_data/multi_col-11581.txt
467,no_data/multi_col-11584.txt
468,no_data/multi_col-11594.txt
469,no_data/multi_col-11595.txt
470,no_data/multi_col-11599.txt
471,no_data/multi_col-11601.txt
472,no_data/multi_col-11605.txt
473,no_data/multi_col-11617.txt
474,no_data/multi_col-11622.txt
475,no_data/multi_col-1163.txt
476,no_data/multi_col-11635.txt
477,no_data/multi_col-11642.txt
478,no_data/multi_col-11647.txt
479,no_data/multi_col-11659.txt
480,no_data/multi_col-11661.txt
481,no_data/multi_col-11663.txt
482,no_data/multi_col-11667.txt
483,no_data/multi_col-11683.txt
484,no_data/multi_col-11687.txt
485,no_data/multi_col-11688.txt
486,no_data/multi_col-1169.txt
487,no_data/multi_col-11692.txt
488,no_data/multi_col-11696.txt
489,no_data/multi_col-11698.txt
490,no_data/multi_col-11700.txt
491,no_data/multi_col-11701.txt
492,no_data/multi_col-1171.txt
493,no_data/multi_col-11710.txt
494,no_data/multi_col-11719.txt
495,no_data/multi_col-1172.txt
496,no_data/multi_col-11722.txt
497,no_data/multi_col-11724.txt
498,no_data/multi_col-11725.txt
499,no_data/multi_col-11726.txt
500,no_data/multi_col-11728.txt
501,no_data/multi_col-1173.txt
502,no_data/multi_col-11730.txt
503,no_data/multi_col-11733.txt
504,no_data/multi_col-11740.txt
505,no_data/multi_col-11743.txt
506,no_data/multi_col-11752.txt
507,no_data/multi_col-1176.txt
508,no_data/multi_col-11761.txt
509,no_data/multi_col-1177.txt
510,no_data/multi_col-11770.txt
511,no_data/multi_col-11773.txt
512,no_data/multi_col-11777.txt
513,no_data/multi_col-11778.txt
514,no_data/multi_col-11781.txt
515,no_data/multi_col-11785.txt
516,no_data/multi_col-11786.txt
517,no_data/multi_col-11789.txt
518,no_data/multi_col-1179.txt
519,no_data/multi_col-11792.txt
520,no_data/multi_col-11797.txt
521,no_data/multi_col-1180.txt
522,no_data/multi_col-1181.txt
523,no_data/multi_col-11813.txt
524,no_data/multi_col-11817.txt
525,no_data/multi_col-11820.txt
526,no_data/multi_col-11831.txt
527,no_data/multi_col-1184.txt
528,no_data/multi_col-11842.txt
529,no_data/multi_col-11847.txt
530,no_data/multi_col-11850.txt
531,no_data/multi_col-11851.txt
532,no_data/multi_col-11852.txt
533,no_data/multi_col-11860.txt
534,no_data/multi_col-11861.txt
535,no_data/multi_col-11862.txt
536,no_data/multi_col-11863.txt
537,no_data/multi_col-11864.txt
538,no_data/multi_col-11866.txt
539,no_data/multi_col-1187.txt
540,no_data/multi_col-1188.txt
541,no_data/multi_col-11888.txt
542,no_data/multi_col-11889.txt
543,no_data/multi_col-11894.txt
544,no_data/multi_col-11895.txt
545,no_data/multi_col-11897.txt
546,no_data/multi_col-11900.txt
547,no_data/multi_col-11901.txt
548,no_data/multi_col-11906.txt
549,no_data/multi_col-1191.txt
550,no_data/multi_col-11912.txt
551,no_data/multi_col-11914.txt
552,no_data/multi_col-11937.txt
553,no_data/multi_col-11938.txt
554,no_data/multi_col-11939.txt
555,no_data/multi_col-1194.txt
556,no_data/multi_col-11945.txt
557,no_data/multi_col-11949.txt
558,no_data/multi_col-1195.txt
559,no_data/multi_col-11958.txt
560,no_data/multi_col-11966.txt
561,no_data/multi_col-1197.txt
562,no_data/multi_col-11973.txt
563,no_data/multi_col-1199.txt
564,no_data/multi_col-11997.txt
565,no_data/multi_col-12003.txt
566,no_data/multi_col-1201.txt
567,no_data/multi_col-12010.txt
568,no_data/multi_col-1202.txt
569,no_data/multi_col-1203.txt
570,no_data/multi_col-12039.txt
571,no_data/multi_col-12040.txt
572,no_data/multi_col-12049.txt
573,no_data/multi_col-1206.txt
574,no_data/multi_col-12064.txt
575,no_data/multi_col-12071.txt
576,no_data/multi_col-12086.txt
577,no_data/multi_col-12087.txt
578,no_data/multi_col-12091.txt
579,no_data/multi_col-12097.txt
580,no_data/multi_col-12101.txt
581,no_data/multi_col-12102.txt
582,no_data/multi_col-12103.txt
583,no_data/multi_col-12106.txt
584,no_data/multi_col-1211.txt
585,no_data/multi_col-1212.txt
586,no_data/multi_col-12123.txt
587,no_data/multi_col-12126.txt
588,no_data/multi_col-12131.txt
589,no_data/multi_col-12138.txt
590,no_data/multi_col-1215.txt
591,no_data/multi_col-12153.txt
592,no_data/multi_col-12155.txt
593,no_data/multi_col-1216.txt
594,no_data/multi_col-12161.txt
595,no_data/multi_col-12163.txt
596,no_data/multi_col-1218.txt
597,no_data/multi_col-12180.txt
598,no_data/multi_col-12184.txt
599,no_data/multi_col-12187.txt
600,no_data/multi_col-12189.txt
601,no_data/multi_col-12199.txt
602,no_data/multi_col-12202.txt
603,no_data/multi_col-12206.txt
604,no_data/multi_col-12209.txt
605,no_data/multi_col-1221.txt
606,no_data/multi_col-12210.txt
607,no_data/multi_col-1222.txt
608,no_data/multi_col-12221.txt
609,no_data/multi_col-12222.txt
610,no_data/multi_col-12228.txt
611,no_data/multi_col-1223.txt
612,no_data/multi_col-12235.txt
613,no_data/multi_col-1224.txt
614,no_data/multi_col-12256.txt
615,no_data/multi_col-12261.txt
616,no_data/multi_col-12267.txt
617,no_data/multi_col-12270.txt
618,no_data/multi_col-1228.txt
619,no_data/multi_col-12286.txt
620,no_data/multi_col-12287.txt
621,no_data/multi_col-12297.txt
622,no_data/multi_col-123.txt
623,no_data/multi_col-12301.txt
624,no_data/multi_col-12309.txt
625,no_data/multi_col-1231.txt
626,no_data/multi_col-1232.txt
627,no_data/multi_col-12343.txt
628,no_data/multi_col-12346.txt
629,no_data/multi_col-12347.txt
630,no_data/multi_col-12357.txt
631,no_data/multi_col-12360.txt
632,no_data/multi_col-12379.txt
633,no_data/multi_col-12380.txt
634,no_data/multi_col-12382.txt
635,no_data/multi_col-12384.txt
636,no_data/multi_col-12385.txt
637,no_data/multi_col-12386.txt
638,no_data/multi_col-12387.txt
639,no_data/multi_col-12390.txt
640,no_data/multi_col-12406.txt
641,no_data/multi_col-12410.txt
642,no_data/multi_col-12418.txt
643,no_data/multi_col-12419.txt
644,no_data/multi_col-12421.txt
645,no_data/multi_col-12424.txt
646,no_data/multi_col-12427.txt
647,no_data/multi_col-1243.txt
648,no_data/multi_col-12439.txt
649,no_data/multi_col-1246.txt
650,no_data/multi_col-12461.txt
651,no_data/multi_col-12462.txt
652,no_data/multi_col-12464.txt
653,no_data/multi_col-12467.txt
654,no_data/multi_col-1247.txt
655,no_data/multi_col-12479.txt
656,no_data/multi_col-12482.txt
657,no_data/multi_col-12484.txt
658,no_data/multi_col-12486.txt
659,no_data/multi_col-125.txt
660,no_data/multi_col-1250.txt
661,no_data/multi_col-12512.txt
662,no_data/multi_col-12525.txt
663,no_data/multi_col-1253.txt
664,no_data/multi_col-12548.txt
665,no_data/multi_col-12550.txt
666,no_data/multi_col-12553.txt
667,no_data/multi_col-12557.txt
668,no_data/multi_col-12559.txt
669,no_data/multi_col-12560.txt
670,no_data/multi_col-12564.txt
671,no_data/multi_col-12572.txt
672,no_data/multi_col-12587.txt
673,no_data/multi_col-12591.txt
674,no_data/multi_col-12594.txt
675,no_data/multi_col-12609.txt
676,no_data/multi_col-12610.txt
677,no_data/multi_col-12622.txt
678,no_data/multi_col-12652.txt
679,no_data/multi_col-1266.txt
680,no_data/multi_col-12670.txt
681,no_data/multi_col-12671.txt
682,no_data/multi_col-12678.txt
683,no_data/multi_col-1268.txt
684,no_data/multi_col-1269.txt
685,no_data/multi_col-12696.txt
686,no_data/multi_col-12697.txt
687,no_data/multi_col-12698.txt
688,no_data/multi_col-1270.txt
689,no_data/multi_col-12709.txt
690,no_data/multi_col-12718.txt
691,no_data/multi_col-12719.txt
692,no_data/multi_col-12720.txt
693,no_data/multi_col-12727.txt
694,no_data/multi_col-1273.txt
695,no_data/multi_col-12730.txt
696,no_data/multi_col-12731.txt
697,no_data/multi_col-12737.txt
698,no_data/multi_col-12742.txt
699,no_data/multi_col-12759.txt
700,no_data/multi_col-12762.txt
701,no_data/multi_col-12772.txt
702,no_data/multi_col-12777.txt
703,no_data/multi_col-12778.txt
704,no_data/multi_col-12782.txt
705,no_data/multi_col-12789.txt
706,no_data/multi_col-12790.txt
707,no_data/multi_col-128.txt
708,no_data/multi_col-12809.txt
709,no_data/multi_col-12810.txt
710,no_data/multi_col-12813.txt
711,no_data/multi_col-12817.txt
712,no_data/multi_col-12818.txt
713,no_data/multi_col-1282.txt
714,no_data/multi_col-12828.txt
715,no_data/multi_col-1283.txt
716,no_data/multi_col-1284.txt
717,no_data/multi_col-1285.txt
718,no_data/multi_col-12856.txt
719,no_data/multi_col-12859.txt
720,no_data/multi_col-1286.txt
721,no_data/multi_col-12864.txt
722,no_data/multi_col-12870.txt
723,no_data/multi_col-12877.txt
724,no_data/multi_col-12899.txt
725,no_data/multi_col-12902.txt
726,no_data/multi_col-1291.txt
727,no_data/multi_col-12914.txt
728,no_data/multi_col-12917.txt
729,no_data/multi_col-1292.txt
730,no_data/multi_col-12928.txt
731,no_data/multi_col-12942.txt
732,no_data/multi_col-1295.txt
733,no_data/multi_col-12951.txt
734,no_data/multi_col-1296.txt
735,no_data/multi_col-1297.txt
736,no_data/multi_col-12975.txt
737,no_data/multi_col-1298.txt
738,no_data/multi_col-12981.txt
739,no_data/multi_col-1299.txt
740,no_data/multi_col-12995.txt
741,no_data/multi_col-13.txt
742,no_data/multi_col-1300.txt
743,no_data/multi_col-13007.txt
744,no_data/multi_col-13008.txt
745,no_data/multi_col-13009.txt
746,no_data/multi_col-1301.txt
747,no_data/multi_col-13010.txt
748,no_data/multi_col-13023.txt
749,no_data/multi_col-13025.txt
750,no_data/multi_col-13027.txt
751,no_data/multi_col-13038.txt
752,no_data/multi_col-13039.txt
753,no_data/multi_col-13041.txt
754,no_data/multi_col-13045.txt
755,no_data/multi_col-13047.txt
756,no_data/multi_col-13050.txt
757,no_data/multi_col-13056.txt
758,no_data/multi_col-13062.txt
759,no_data/multi_col-13066.txt
760,no_data/multi_col-1307.txt
761,no_data/multi_col-13077.txt
762,no_data/multi_col-1308.txt
763,no_data/multi_col-13086.txt
764,no_data/multi_col-13093.txt
765,no_data/multi_col-13094.txt
766,no_data/multi_col-1310.txt
767,no_data/multi_col-13121.txt
768,no_data/multi_col-13158.txt
769,no_data/multi_col-13161.txt
770,no_data/multi_col-1317.txt
771,no_data/multi_col-13176.txt
772,no_data/multi_col-1318.txt
773,no_data/multi_col-13182.txt
774,no_data/multi_col-13183.txt
775,no_data/multi_col-13187.txt
776,no_data/multi_col-13189.txt
777,no_data/multi_col-1319.txt
778,no_data/multi_col-13195.txt
779,no_data/multi_col-13203.txt
780,no_data/multi_col-13208.txt
781,no_data/multi_col-13212.txt
782,no_data/multi_col-13213.txt
783,no_data/multi_col-13214.txt
784,no_data/multi_col-13216.txt
785,no_data/multi_col-1322.txt
786,no_data/multi_col-13224.txt
787,no_data/multi_col-13228.txt
788,no_data/multi_col-1323.txt
789,no_data/multi_col-13230.txt
790,no_data/multi_col-13233.txt
791,no_data/multi_col-13234.txt
792,no_data/multi_col-1324.txt
793,no_data/multi_col-13240.txt
794,no_data/multi_col-13241.txt
795,no_data/multi_col-13243.txt
796,no_data/multi_col-13245.txt
797,no_data/multi_col-1325.txt
798,no_data/multi_col-13256.txt
799,no_data/multi_col-1326.txt
800,no_data/multi_col-13268.txt
801,no_data/multi_col-1327.txt
802,no_data/multi_col-13280.txt
803,no_data/multi_col-13285.txt
804,no_data/multi_col-13291.txt
805,no_data/multi_col-13294.txt
806,no_data/multi_col-1330.txt
807,no_data/multi_col-13303.txt
808,no_data/multi_col-1331.txt
809,no_data/multi_col-13310.txt
810,no_data/multi_col-13316.txt
811,no_data/multi_col-1332.txt
812,no_data/multi_col-13322.txt
813,no_data/multi_col-13323.txt
814,no_data/multi_col-13324.txt
815,no_data/multi_col-13329.txt
816,no_data/multi_col-1334.txt
817,no_data/multi_col-13347.txt
818,no_data/multi_col-1335.txt
819,no_data/multi_col-13351.txt
820,no_data/multi_col-13352.txt
821,no_data/multi_col-1336.txt
822,no_data/multi_col-13364.txt
823,no_data/multi_col-1337.txt
824,no_data/multi_col-13370.txt
825,no_data/multi_col-13377.txt
826,no_data/multi_col-13378.txt
827,no_data/multi_col-13383.txt
828,no_data/multi_col-13393.txt
829,no_data/multi_col-134.txt
830,no_data/multi_col-13404.txt
831,no_data/multi_col-13408.txt
832,no_data/multi_col-13409.txt
833,no_data/multi_col-1341.txt
834,no_data/multi_col-13418.txt
835,no_data/multi_col-13419.txt
836,no_data/multi_col-1342.txt
837,no_data/multi_col-13420.txt
838,no_data/multi_col-13423.txt
839,no_data/multi_col-1343.txt
840,no_data/multi_col-1344.txt
841,no_data/multi_col-1345.txt
842,no_data/multi_col-13451.txt
843,no_data/multi_col-13454.txt
844,no_data/multi_col-13459.txt
845,no_data/multi_col-1346.txt
846,no_data/multi_col-13463.txt
847,no_data/multi_col-13478.txt
848,no_data/multi_col-13479.txt
849,no_data/multi_col-13484.txt
850,no_data/multi_col-13492.txt
851,no_data/multi_col-1350.txt
852,no_data/multi_col-13501.txt
853,no_data/multi_col-13502.txt
