,File_No
157,no_data/two_col-12460.txt
158,no_data/two_col-12499.txt
159,no_data/two_col-12502.txt
160,no_data/two_col-12507.txt
161,no_data/two_col-12526.txt
162,no_data/two_col-12527.txt
163,no_data/two_col-12582.txt
164,no_data/two_col-12601.txt
165,no_data/two_col-12604.txt
166,no_data/two_col-12626.txt
167,no_data/two_col-12640.txt
168,no_data/two_col-12684.txt
169,no_data/two_col-12687.txt
170,no_data/two_col-12717.txt
171,no_data/two_col-12722.txt
172,no_data/two_col-12729.txt
173,no_data/two_col-12739.txt
174,no_data/two_col-12752.txt
175,no_data/two_col-12756.txt
176,no_data/two_col-12776.txt
177,no_data/two_col-12791.txt
178,no_data/two_col-12792.txt
179,no_data/two_col-12793.txt
180,no_data/two_col-12797.txt
181,no_data/two_col-12812.txt
182,no_data/two_col-12814.txt
183,no_data/two_col-1287.txt
184,no_data/two_col-12881.txt
185,no_data/two_col-12905.txt
186,no_data/two_col-12937.txt
187,no_data/two_col-12953.txt
188,no_data/two_col-12963.txt
189,no_data/two_col-12970.txt
190,no_data/two_col-12977.txt
191,no_data/two_col-12996.txt
192,no_data/two_col-13019.txt
193,no_data/two_col-13024.txt
194,no_data/two_col-13033.txt
195,no_data/two_col-13037.txt
196,no_data/two_col-13048.txt
197,no_data/two_col-13129.txt
198,no_data/two_col-13171.txt
199,no_data/two_col-13184.txt
200,no_data/two_col-13188.txt
201,no_data/two_col-13210.txt
202,no_data/two_col-13272.txt
203,no_data/two_col-1328.txt
204,no_data/two_col-13284.txt
205,no_data/two_col-13367.txt
206,no_data/two_col-1338.txt
207,no_data/two_col-1339.txt
208,no_data/two_col-13442.txt
209,no_data/two_col-13469.txt
210,no_data/two_col-1347.txt
211,no_data/two_col-1348.txt
212,no_data/two_col-13496.txt
213,no_data/two_col-13497.txt
214,no_data/two_col-13553.txt
215,no_data/two_col-13725.txt
216,no_data/two_col-13752.txt
217,no_data/two_col-13786.txt
218,no_data/two_col-1391.txt
219,no_data/two_col-13916.txt
220,no_data/two_col-13938.txt
221,no_data/two_col-13973.txt
222,no_data/two_col-13976.txt
223,no_data/two_col-14097.txt
224,no_data/two_col-14100.txt
225,no_data/two_col-14101.txt
226,no_data/two_col-14106.txt
227,no_data/two_col-1414.txt
228,no_data/two_col-14184.txt
229,no_data/two_col-14244.txt
230,no_data/two_col-14278.txt
231,no_data/two_col-14305.txt
232,no_data/two_col-14325.txt
233,no_data/two_col-14348.txt
234,no_data/two_col-1437.txt
235,no_data/two_col-14387.txt
236,no_data/two_col-14403.txt
237,no_data/two_col-1453.txt
238,no_data/two_col-146.txt
239,no_data/two_col-14607.txt
240,no_data/two_col-14640.txt
241,no_data/two_col-14710.txt
242,no_data/two_col-14735.txt
243,no_data/two_col-1475.txt
244,no_data/two_col-14776.txt
245,no_data/two_col-14787.txt
246,no_data/two_col-14791.txt
247,no_data/two_col-14799.txt
248,no_data/two_col-14819.txt
249,no_data/two_col-1486.txt
250,no_data/two_col-1492.txt
251,no_data/two_col-14923.txt
252,no_data/two_col-14944.txt
253,no_data/two_col-14962.txt
254,no_data/two_col-14989.txt
255,no_data/two_col-15004.txt
256,no_data/two_col-15034.txt
257,no_data/two_col-1508.txt
258,no_data/two_col-15096.txt
259,no_data/two_col-1510.txt
260,no_data/two_col-1514.txt
261,no_data/two_col-15150.txt
262,no_data/two_col-15166.txt
263,no_data/two_col-15181.txt
264,no_data/two_col-15209.txt
265,no_data/two_col-15392.txt
266,no_data/two_col-15437.txt
267,no_data/two_col-15491.txt
268,no_data/two_col-1565.txt
269,no_data/two_col-15731.txt
270,no_data/two_col-15832.txt
271,no_data/two_col-160.txt
272,no_data/two_col-16007.txt
273,no_data/two_col-16096.txt
274,no_data/two_col-1616.txt
275,no_data/two_col-162.txt
276,no_data/two_col-16362.txt
277,no_data/two_col-16364.txt
278,no_data/two_col-1642.txt
279,no_data/two_col-16431.txt
280,no_data/two_col-1645.txt
281,no_data/two_col-16511.txt
282,no_data/two_col-1654.txt
283,no_data/two_col-16550.txt
284,no_data/two_col-16574.txt
285,no_data/two_col-16602.txt
286,no_data/two_col-16720.txt
287,no_data/two_col-16751.txt
288,no_data/two_col-17023.txt
289,no_data/two_col-17189.txt
290,no_data/two_col-17524.txt
291,no_data/two_col-17546.txt
292,no_data/two_col-17597.txt
293,no_data/two_col-17600.txt
294,no_data/two_col-17648.txt
295,no_data/two_col-17704.txt
296,no_data/two_col-17759.txt
297,no_data/two_col-1781.txt
298,no_data/two_col-1789.txt
299,no_data/two_col-18029.txt
300,no_data/two_col-18133.txt
301,no_data/two_col-18204.txt
302,no_data/two_col-18225.txt
303,no_data/two_col-18305.txt
304,no_data/two_col-18306.txt
305,no_data/two_col-1833.txt
306,no_data/two_col-18409.txt
307,no_data/two_col-18450.txt
308,no_data/two_col-18666.txt
309,no_data/two_col-18670.txt
310,no_data/two_col-18696.txt
311,no_data/two_col-18731.txt
312,no_data/two_col-18739.txt
313,no_data/two_col-1877.txt
314,no_data/two_col-18775.txt
315,no_data/two_col-18980.txt
316,no_data/two_col-19038.txt
317,no_data/two_col-19069.txt
318,no_data/two_col-19274.txt
319,no_data/two_col-19351.txt
320,no_data/two_col-19361.txt
321,no_data/two_col-1942.txt
322,no_data/two_col-19421.txt
323,no_data/two_col-19446.txt
324,no_data/two_col-1952.txt
325,no_data/two_col-19552.txt
326,no_data/two_col-19587.txt
327,no_data/two_col-1963.txt
328,no_data/two_col-19651.txt
329,no_data/two_col-19748.txt
330,no_data/two_col-19791.txt
331,no_data/two_col-198.txt
332,no_data/two_col-19858.txt
333,no_data/two_col-19883.txt
334,no_data/two_col-19919.txt
335,no_data/two_col-19927.txt
336,no_data/two_col-19974.txt
337,no_data/two_col-20033.txt
338,no_data/two_col-20037.txt
339,no_data/two_col-20466.txt
340,no_data/two_col-20515.txt
341,no_data/two_col-20562.txt
342,no_data/two_col-20570.txt
343,no_data/two_col-2063.txt
344,no_data/two_col-2064.txt
345,no_data/two_col-20808.txt
346,no_data/two_col-20983.txt
347,no_data/two_col-21049.txt
348,no_data/two_col-21071.txt
349,no_data/two_col-21154.txt
350,no_data/two_col-21292.txt
351,no_data/two_col-2137.txt
352,no_data/two_col-21481.txt
353,no_data/two_col-21638.txt
354,no_data/two_col-2167.txt
355,no_data/two_col-21691.txt
356,no_data/two_col-21746.txt
357,no_data/two_col-21828.txt
358,no_data/two_col-21875.txt
359,no_data/two_col-21887.txt
360,no_data/two_col-22111.txt
361,no_data/two_col-22115.txt
362,no_data/two_col-22441.txt
363,no_data/two_col-2245.txt
364,no_data/two_col-2246.txt
365,no_data/two_col-2247.txt
366,no_data/two_col-22529.txt
367,no_data/two_col-22530.txt
368,no_data/two_col-22537.txt
369,no_data/two_col-22538.txt
370,no_data/two_col-22594.txt
371,no_data/two_col-22605.txt
372,no_data/two_col-22662.txt
373,no_data/two_col-22703.txt
374,no_data/two_col-22952.txt
375,no_data/two_col-235.txt
376,no_data/two_col-23696.txt
377,no_data/two_col-24165.txt
378,no_data/two_col-2422.txt
379,no_data/two_col-24293.txt
380,no_data/two_col-24595.txt
381,no_data/two_col-2460.txt
382,no_data/two_col-2529.txt
383,no_data/two_col-2562.txt
384,no_data/two_col-2609.txt
385,no_data/two_col-2642.txt
386,no_data/two_col-2645.txt
387,no_data/two_col-2721.txt
388,no_data/two_col-2782.txt
389,no_data/two_col-2807.txt
390,no_data/two_col-2827.txt
391,no_data/two_col-2861.txt
392,no_data/two_col-2883.txt
393,no_data/two_col-2889.txt
394,no_data/two_col-290.txt
395,no_data/two_col-2927.txt
396,no_data/two_col-2935.txt
397,no_data/two_col-2944.txt
398,no_data/two_col-3000.txt
399,no_data/two_col-3002.txt
400,no_data/two_col-3095.txt
401,no_data/two_col-3100.txt
402,no_data/two_col-3105.txt
403,no_data/two_col-3207.txt
404,no_data/two_col-3213.txt
405,no_data/two_col-3217.txt
406,no_data/two_col-3239.txt
407,no_data/two_col-3258.txt
408,no_data/two_col-3324.txt
409,no_data/two_col-3335.txt
410,no_data/two_col-3336.txt
411,no_data/two_col-3339.txt
412,no_data/two_col-3349.txt
413,no_data/two_col-3360.txt
414,no_data/two_col-3392.txt
415,no_data/two_col-3412.txt
416,no_data/two_col-3447.txt
417,no_data/two_col-3502.txt
418,no_data/two_col-3657.txt
419,no_data/two_col-3659.txt
420,no_data/two_col-3683.txt
421,no_data/two_col-3687.txt
422,no_data/two_col-3715.txt
423,no_data/two_col-3728.txt
424,no_data/two_col-3770.txt
425,no_data/two_col-3823.txt
426,no_data/two_col-3882.txt
427,no_data/two_col-3894.txt
428,no_data/two_col-3895.txt
429,no_data/two_col-3898.txt
430,no_data/two_col-3935.txt
431,no_data/two_col-3953.txt
432,no_data/two_col-3962.txt
433,no_data/two_col-3973.txt
434,no_data/two_col-4086.txt
435,no_data/two_col-4100.txt
436,no_data/two_col-4104.txt
437,no_data/two_col-411.txt
438,no_data/two_col-4129.txt
439,no_data/two_col-4148.txt
440,no_data/two_col-4156.txt
441,no_data/two_col-4186.txt
442,no_data/two_col-4209.txt
443,no_data/two_col-421.txt
444,no_data/two_col-4211.txt
445,no_data/two_col-4213.txt
446,no_data/two_col-4214.txt
447,no_data/two_col-43.txt
448,no_data/two_col-4325.txt
449,no_data/two_col-4326.txt
450,no_data/two_col-4343.txt
451,no_data/two_col-4353.txt
452,no_data/two_col-4359.txt
453,no_data/two_col-4360.txt
454,no_data/two_col-4361.txt
455,no_data/two_col-437.txt
456,no_data/two_col-4379.txt
457,no_data/two_col-4417.txt
458,no_data/two_col-4458.txt
459,no_data/two_col-4489.txt
460,no_data/two_col-4540.txt
461,no_data/two_col-46.txt
462,no_data/two_col-4606.txt
463,no_data/two_col-4832.txt
464,no_data/two_col-484.txt
465,no_data/two_col-4857.txt
466,no_data/two_col-4863.txt
467,no_data/two_col-4911.txt
468,no_data/two_col-4924.txt
469,no_data/two_col-4929.txt
470,no_data/two_col-4938.txt
471,no_data/two_col-5061.txt
472,no_data/two_col-5063.txt
473,no_data/two_col-5068.txt
474,no_data/two_col-5112.txt
475,no_data/two_col-5115.txt
476,no_data/two_col-5147.txt
477,no_data/two_col-5190.txt
478,no_data/two_col-5210.txt
479,no_data/two_col-527.txt
480,no_data/two_col-5332.txt
481,no_data/two_col-5402.txt
482,no_data/two_col-5405.txt
483,no_data/two_col-5408.txt
484,no_data/two_col-5423.txt
485,no_data/two_col-5459.txt
486,no_data/two_col-5464.txt
487,no_data/two_col-5469.txt
488,no_data/two_col-548.txt
489,no_data/two_col-5512.txt
490,no_data/two_col-5528.txt
491,no_data/two_col-5530.txt
492,no_data/two_col-5567.txt
493,no_data/two_col-5591.txt
494,no_data/two_col-5614.txt
495,no_data/two_col-5680.txt
496,no_data/two_col-5690.txt
497,no_data/two_col-5789.txt
498,no_data/two_col-5830.txt
499,no_data/two_col-592.txt
500,no_data/two_col-5957.txt
501,no_data/two_col-597.txt
502,no_data/two_col-598.txt
503,no_data/two_col-5980.txt
504,no_data/two_col-6000.txt
505,no_data/two_col-6018.txt
506,no_data/two_col-6020.txt
507,no_data/two_col-6081.txt
508,no_data/two_col-6114.txt
509,no_data/two_col-6115.txt
510,no_data/two_col-6119.txt
511,no_data/two_col-6138.txt
512,no_data/two_col-6142.txt
513,no_data/two_col-6156.txt
514,no_data/two_col-6215.txt
515,no_data/two_col-6230.txt
516,no_data/two_col-6287.txt
517,no_data/two_col-6357.txt
518,no_data/two_col-6359.txt
519,no_data/two_col-6365.txt
520,no_data/two_col-6592.txt
521,no_data/two_col-6665.txt
522,no_data/two_col-6667.txt
523,no_data/two_col-6743.txt
524,no_data/two_col-6778.txt
525,no_data/two_col-6904.txt
526,no_data/two_col-6981.txt
527,no_data/two_col-7042.txt
528,no_data/two_col-7085.txt
529,no_data/two_col-7089.txt
530,no_data/two_col-7112.txt
531,no_data/two_col-7196.txt
532,no_data/two_col-7216.txt
533,no_data/two_col-7254.txt
534,no_data/two_col-7271.txt
535,no_data/two_col-7273.txt
536,no_data/two_col-7393.txt
537,no_data/two_col-7421.txt
538,no_data/two_col-7440.txt
539,no_data/two_col-7460.txt
540,no_data/two_col-7463.txt
541,no_data/two_col-7472.txt
542,no_data/two_col-7503.txt
543,no_data/two_col-751.txt
544,no_data/two_col-7534.txt
545,no_data/two_col-7624.txt
546,no_data/two_col-7627.txt
547,no_data/two_col-7681.txt
548,no_data/two_col-7700.txt
549,no_data/two_col-7713.txt
550,no_data/two_col-7721.txt
551,no_data/two_col-7724.txt
552,no_data/two_col-7726.txt
553,no_data/two_col-7780.txt
554,no_data/two_col-7781.txt
555,no_data/two_col-7806.txt
556,no_data/two_col-7813.txt
557,no_data/two_col-7817.txt
558,no_data/two_col-7821.txt
559,no_data/two_col-7957.txt
560,no_data/two_col-804.txt
561,no_data/two_col-8092.txt
562,no_data/two_col-8132.txt
563,no_data/two_col-8149.txt
564,no_data/two_col-8163.txt
565,no_data/two_col-819.txt
566,no_data/two_col-8280.txt
567,no_data/two_col-8339.txt
568,no_data/two_col-8389.txt
569,no_data/two_col-8396.txt
570,no_data/two_col-841.txt
571,no_data/two_col-8454.txt
572,no_data/two_col-8479.txt
573,no_data/two_col-8488.txt
574,no_data/two_col-8506.txt
575,no_data/two_col-8526.txt
576,no_data/two_col-8546.txt
577,no_data/two_col-8555.txt
578,no_data/two_col-8560.txt
579,no_data/two_col-8612.txt
580,no_data/two_col-8696.txt
581,no_data/two_col-8725.txt
582,no_data/two_col-873.txt
583,no_data/two_col-8736.txt
584,no_data/two_col-8739.txt
585,no_data/two_col-8743.txt
586,no_data/two_col-8749.txt
587,no_data/two_col-8817.txt
588,no_data/two_col-8822.txt
589,no_data/two_col-8832.txt
590,no_data/two_col-8935.txt
591,no_data/two_col-9003.txt
592,no_data/two_col-9134.txt
593,no_data/two_col-9138.txt
594,no_data/two_col-9147.txt
595,no_data/two_col-9153.txt
596,no_data/two_col-9172.txt
597,no_data/two_col-9178.txt
598,no_data/two_col-9186.txt
599,no_data/two_col-9198.txt
600,no_data/two_col-9201.txt
601,no_data/two_col-9243.txt
602,no_data/two_col-9249.txt
603,no_data/two_col-9253.txt
604,no_data/two_col-9261.txt
605,no_data/two_col-9310.txt
606,no_data/two_col-9367.txt
607,no_data/two_col-9371.txt
608,no_data/two_col-949.txt
609,no_data/two_col-951.txt
610,no_data/two_col-9535.txt
611,no_data/two_col-9568.txt
612,no_data/two_col-9575.txt
613,no_data/two_col-9608.txt
614,no_data/two_col-9612.txt
615,no_data/two_col-9640.txt
616,no_data/two_col-9647.txt
617,no_data/two_col-9648.txt
618,no_data/two_col-9659.txt
619,no_data/two_col-9662.txt
620,no_data/two_col-9744.txt
621,no_data/two_col-9777.txt
622,no_data/two_col-9790.txt
623,no_data/two_col-9818.txt
624,no_data/two_col-9844.txt
625,no_data/two_col-9871.txt
626,no_data/two_col-9891.txt
627,no_data/two_col-9951.txt
628,no_data/two_col-9953.txt
629,no_data/two_col-9958.txt
